candidate,sex,age,general_votes,postal_votes,total_votes,total_electors,state_id,category_id,party_id,pc_id
NOTA,null,null,10726,69,10795,2023431,23,null,269,390
Poonam Shatrughan Sinha,F,68,282858,2866,285724,2040367,23,3,385,391
Acharya Pramod Krishnam,M,56,178904,1107,180011,2040367,23,3,163,391
Rajnath Singh,M,67,627881,5145,633026,2040367,23,3,80,391
Amar Kumar Raizada,M,66,2099,5,2104,2040367,23,3,8,391
Kapil Mohan,M,47,471,3,474,2040367,23,3,685,391
Ganesh Chaudhari,M,46,506,9,515,2040367,23,2,834,391
Girish Narain Pande,M,64,565,4,569,2040367,23,3,813,391
Haji Faheem Siddiqui,M,65,569,3,572,2040367,23,3,165,391
Professor D.N.N.S. Yadav,M,59,666,9,675,2040367,23,3,739,391
Ramesh,M,29,730,9,739,2040367,23,3,25,391
Ram Sagar Pal,M,37,1232,19,1251,2040367,23,3,53,391
Shamim Khan,M,49,931,4,935,2040367,23,3,262,391
Avinash Chandra Jain,M,69,592,2,594,2040367,23,3,164,391
Jimidar Singh Yadav,M,39,857,2,859,2040367,23,3,164,391
Sanjay Singh Rana,M,38,980,1,981,2040367,23,3,164,391
NOTA,null,null,7259,157,7416,2040367,23,null,269,391
DINESH PRATAP SINGH,M,51,365839,1901,367740,1702248,23,3,80,392
SONIA GANDHI,F,72,533687,1231,534918,1702248,23,3,163,392
ASHOK PRATAP MAURYA,M,53,9449,10,9459,1702248,23,3,453,392
KIRAN CHAUDHARY,F,42,2629,22,2651,1702248,23,2,92,392
RAM NARAYAN,M,56,1726,2,1728,1702248,23,3,891,392
RAM SINGH YADAV,M,46,2282,23,2305,1702248,23,3,744,392
RAMESHVAR LODHI,M,40,2117,2,2119,1702248,23,3,833,392
SUNEEL KUMAR,M,33,1770,1,1771,1702248,23,3,282,392
HORI LAL,M,61,3295,1,3296,1702248,23,2,284,392
NAIMISH PRATAP NARAYAN SINGH,M,41,1765,0,1765,1702248,23,3,164,392
PRAMENDRA KUMAR,M,40,2887,1,2888,1702248,23,3,164,392
PRAMOD KUREEL,M,52,3454,5,3459,1702248,23,3,164,392
VIJAY BAHADUR SINGH,M,64,2812,2,2814,1702248,23,3,164,392
SARTAJ KHAN,M,46,3333,0,3333,1702248,23,3,164,392
SURENDRA BAHADUR SINGH,M,69,8051,7,8058,1702248,23,3,164,392
NOTA,null,null,10225,27,10252,1702248,23,null,269,392
Rahul Gandhi,M,48,412867,527,413394,1743515,23,3,163,393
Smriti Irani,F,43,467598,916,468514,1743515,23,3,80,393
Afajal Varis,M,46,6177,6,6183,1743515,23,3,92,393
Gopal Swaroop Gandhi,M,56,1574,0,1574,1743515,23,3,216,393
Durgesh Singh,M,43,956,2,958,1743515,23,3,535,393
Nathu Ram,M,61,846,1,847,1743515,23,3,199,393
Prem Shankar,M,34,1728,1,1729,1743515,23,3,230,393
Pankaj Ramkumar Sing,M,32,1057,0,1057,1743515,23,3,507,393
Bas Deo Maurya,M,57,986,2,988,1743515,23,3,125,393
Ram Milan,M,50,1144,0,1144,1743515,23,3,363,393
Ram Sidh Yadav,M,61,3052,3,3055,1743515,23,3,254,393
Shatrunjai Pratap Singh,M,46,1716,0,1716,1743515,23,3,677,393
SHIV Nandan Singh,M,44,1947,1,1948,1743515,23,3,574,393
Gopal Prasad,M,46,3177,0,3177,1743515,23,3,164,393
Dinesh Kumar,M,51,4301,0,4301,1743515,23,3,164,393
Dhurv lal,M,60,7816,0,7816,1743515,23,3,164,393
Bhagwandeen,M,57,3860,0,3860,1743515,23,2,164,393
Ram Sajiwan,M,45,5616,0,5616,1743515,23,2,164,393
Lal Babu,M,41,2318,0,2318,1743515,23,3,164,393
Vipin Yadav,M,30,1039,0,1039,1743515,23,3,164,393
Shiv Kumar,M,41,495,0,495,1743515,23,3,164,393
Dr. U.P. Shivananda,M,68,546,1,547,1743515,23,3,164,393
Saritha S. Nair,F,40,568,1,569,1743515,23,3,164,393
Suresh Kumar Shukla,M,54,779,0,779,1743515,23,3,164,393
Mo. Hasan Lahari,M,38,1224,0,1224,1743515,23,3,164,393
Harun Rasheed,M,45,2083,2,2085,1743515,23,3,164,393
Hemant Kumar,M,52,1580,0,1580,1743515,23,3,164,393
NOTA,null,null,3931,9,3940,1743515,23,null,269,393
"CHANDRA BHADRA SINGH ""SSONU""",M,43,444422,248,444670,1775196,23,3,110,394
MANEKA SANJAI GANDHI,F,62,458281,915,459196,1775196,23,3,80,394
Dr. SANJAY SINH,M,67,41588,93,41681,1775196,23,3,163,394
RISHABH SHRIVASTAVA,M,30,2424,3,2427,1775196,23,3,540,394
KAMLA DEVI,F,42,11484,10,11494,1775196,23,3,744,394
NASIR ALI,M,50,1246,0,1246,1775196,23,3,535,394
FIROJ AHAMAD,M,40,1590,2,1592,1775196,23,3,656,394
MANJU LATA PAL,F,29,2148,0,2148,1775196,23,3,489,394
SUNITA RAJBHAR,F,37,4270,1,4271,1775196,23,3,372,394
HARI LAL,M,38,3265,0,3265,1775196,23,2,358,394
AKHILESH,M,55,1826,2,1828,1775196,23,3,164,394
ABU UMAIMA,M,32,1577,0,1577,1775196,23,3,164,394
MATHURA,M,45,2226,0,2226,1775196,23,2,164,394
RAJ KUMAR,M,37,5756,0,5756,1775196,23,3,164,394
VIRENDRA,M,40,7168,0,7168,1775196,23,3,164,394
NOTA,null,null,9770,1,9771,1775196,23,null,269,394
ASHOK TRIPATHI,M,45,316633,1906,318539,1708759,23,3,110,395
RAJKUMARI RATNA SINGH,F,57,76686,410,77096,1708759,23,3,163,395
SANGAM LAL GUPTA,M,48,434222,2069,436291,1708759,23,3,80,395
AKSHAY PRATAP SINGH ALIAS GOPAL JI,M,51,46766,197,46963,1708759,23,3,637,395
M. IRSHAD,M,70,5558,1,5559,1708759,23,3,813,395
RAM BAHADUR SHARMA,M,69,5576,2,5578,1708759,23,3,230,395
SHESHNATH TIWARI,M,65,4526,2,4528,1708759,23,3,856,395
DR. B. L. VERMA,M,56,7921,31,7952,1708759,23,3,164,395
NOTA,null,null,12127,32,12159,1708759,23,null,269,395
Manoj Agarwal,M,54,347714,464,348178,1708585,23,3,110,396
Mukesh Rajput,M,50,567930,1950,569880,1708585,23,3,80,396
Salman Khurshid,M,66,55143,115,55258,1708585,23,3,163,396
Uday pal Singh,M,42,9671,30,9701,1708585,23,3,744,396
Luxman,M,58,1887,6,1893,1708585,23,3,377,396
Vipin Kumar Mishra,M,30,1311,1,1312,1708585,23,3,104,396
Shri Krishna,M,56,1667,2,1669,1708585,23,3,686,396
Rahul Kumar,M,29,3661,1,3662,1708585,23,3,164,396
Sanjay Kumar,M,47,3963,0,3963,1708585,23,3,164,396
NOTA,null,null,7426,11,7437,1708585,23,null,269,396
ASHOK KUMAR DOHARE,M,45,16460,110,16570,1757984,23,2,163,397
KAMLESH KUMAR,M,35,455957,1725,457682,1757984,23,2,385,397
Dr RAM SHANKAR KATHERIA,M,54,519674,2445,522119,1757984,23,2,80,397
AKSHASH KRISHNA,M,30,4064,9,4073,1757984,23,2,733,397
AJAY KUMAR,M,35,850,5,855,1757984,23,2,546,397
ARUN KUMAR,M,40,837,3,840,1757984,23,2,648,397
ARTI DEVI,F,29,1481,12,1493,1757984,23,2,700,397
LALTA PRASAD,M,54,1265,1,1266,1757984,23,2,891,397
SHAMBHU DAYAL DOHARE,M,61,8657,18,8675,1757984,23,2,744,397
SITA,F,55,1153,1,1154,1757984,23,2,104,397
DALVEER SINGH,M,26,2111,1,2112,1757984,23,2,164,397
POOJA,F,29,2504,4,2508,1757984,23,2,164,397
SANJAY KUMAR,M,46,2857,1,2858,1757984,23,2,164,397
NOTA,null,null,5580,30,5610,1757984,23,null,269,397
DIMPLE YADAV,F,41,549200,1534,550734,1874824,23,3,385,398
SUBRAT PATHAK,M,39,561286,1801,563087,1874824,23,3,80,398
ANAND VIKRAM SINGH,M,32,4905,17,4922,1874824,23,3,377,398
RAMA DEVI,F,30,972,12,984,1874824,23,3,118,398
SATYA RAM,M,54,875,0,875,1874824,23,3,348,398
SUBHASH CHANDRA DOHRE,M,56,1337,0,1337,1874824,23,2,25,398
SANJEEV KUMAR,M,37,1200,3,1203,1874824,23,3,345,398
ANKIT SINGH,M,31,1159,4,1163,1874824,23,3,164,398
PRATYUSH PATHAK,M,30,3881,2,3883,1874824,23,3,164,398
SUNIL BHARTI,M,45,4143,0,4143,1874824,23,2,164,398
NOTA,null,null,8142,23,8165,1874824,23,null,269,398
Ram Kumar,M,61,47703,572,48275,1632983,23,3,385,399
Sriprakash Jaiswal,M,74,311409,1594,313003,1632983,23,3,163,399
Satyadev Pachauri,M,71,466442,2495,468937,1632983,23,3,80,399
Alok Kumar,M,38,1883,2,1885,1632983,23,3,814,399
Poonam Shukla,F,32,1116,14,1130,1632983,23,3,104,399
Balveer Singh Chandel,M,68,589,2,591,1632983,23,3,377,399
Mukti Yadav,F,29,314,2,316,1632983,23,3,569,399
Reena Urf Renu,F,31,364,3,367,1632983,23,3,834,399
Chandra Bhan Sankhwar,M,56,592,3,595,1632983,23,2,164,399
Javed Mohammad Khan,M,42,694,2,696,1632983,23,3,164,399
Triveni Narayan Jaiswal,M,47,486,0,486,1632983,23,3,164,399
Dilshad Ahmad,M,38,580,0,580,1632983,23,3,164,399
Ram Gopal Uttam,M,69,1077,1,1078,1632983,23,3,164,399
Shivam Kushwaha,M,27,997,1,998,1632983,23,3,164,399
NOTA,null,null,4007,50,4057,1632983,23,null,269,399
Devendra Singh 'Bhole',M,64,577603,3679,581282,1766121,23,3,80,400
Nisha Sachan,F,46,304553,1587,306140,1766121,23,3,110,400
Rajaram Pal,M,58,107592,749,108341,1766121,23,3,163,400
Amit Tripathi,M,33,1971,5,1976,1766121,23,3,461,400
Ashok Paswan,M,42,864,2,866,1766121,23,2,814,400
Mahendra Singh Yadav,M,60,2005,42,2047,1766121,23,3,744,400
Ravi Sachan,M,48,1024,4,1028,1766121,23,3,179,400
Prof. Ramgopal Sankhwar,M,61,770,6,776,1766121,23,2,758,400
Saurabh Mishra,M,26,2928,12,2940,1766121,23,3,104,400
Arun Kumar,M,33,1573,5,1578,1766121,23,2,164,400
Niraj Kumar Pasi Advocate,M,36,1626,1,1627,1766121,23,2,164,400
Manoj Gupta,M,36,3269,1,3270,1766121,23,3,164,400
Vikas Tripathi,M,40,2231,3,2234,1766121,23,3,164,400
Sunil Kumar,M,46,3214,1,3215,1766121,23,3,164,400
NOTA,null,null,7919,75,7994,1766121,23,null,269,400
AJAY SINGH (PANKAJ),M,46,422476,910,423386,1933358,23,2,110,401
BRIJLAL KHABRI,M,56,89444,162,89606,1933358,23,2,163,401
BHANU PRATAP SINGH VERMA,M,60,579723,2040,581763,1933358,23,2,80,401
RAMSINGH,M,51,8786,6,8792,1933358,23,2,124,401
SHRAVAN KUMAR PAL,M,55,13861,33,13894,1933358,23,2,342,401
NOTA,null,null,12493,21,12514,1933358,23,null,269,401
Anurag Sharma,M,54,808371,901,809272,2040739,23,3,80,402
Shyam Sundar Singh,M,59,443090,499,443589,2040739,23,3,385,402
Shivsharan,M,47,86080,59,86139,2040739,23,3,163,402
Gaurishankar,M,48,3302,1,3303,2040739,23,3,669,402
Jagat Vikram Singh,M,49,2696,1,2697,2040739,23,3,744,402
Dilshad Ahmed Siddique,M,39,2263,1,2264,2040739,23,3,862,402
Shruti Agrawal,F,34,1845,4,1849,2040739,23,3,580,402
Kalpana Khard,F,51,1769,1,1770,2040739,23,3,164,402
Raja Khateek,M,29,2247,3,2250,2040739,23,2,164,402
Ramgopal,M,61,3807,0,3807,2040739,23,3,164,402
Sunil Prajapati,M,41,5709,2,5711,2040739,23,3,164,402
NOTA,null,null,18228,11,18239,2040739,23,null,269,402
DILIP KUMAR SINGH,M,42,325803,667,326470,1749100,23,3,110,403
KUNWAR PUSHPENDRA SINGH CHANDEL,M,45,574101,1021,575122,1749100,23,3,80,403
PRITAM SINGH LODHI KISAAN,M,64,114376,158,114534,1749100,23,3,163,403
ARVIND KUMAR PRAJAPATI,M,40,4247,4,4251,1749100,23,3,744,403
ER. KEDARNATH VISHWAKARMA,M,64,2848,3,2851,1749100,23,3,92,403
SHRIRAM SINGH GAUR,M,61,2834,1,2835,1749100,23,3,104,403
SURESH CHANDRA RAJPUT,M,39,1983,0,1983,1749100,23,3,348,403
KAMLESH KUMAR,M,26,2441,3,2444,1749100,23,2,164,403
KAMTA PRASAD PRAJAPATI,M,52,2693,4,2697,1749100,23,3,164,403
MADHURAJ,M,30,2304,2,2306,1749100,23,3,164,403
RAJESH,M,53,4917,0,4917,1749100,23,3,164,403
RAM GOPAL,M,55,4205,1,4206,1749100,23,3,164,403
SARJOOLAL,M,69,5206,0,5206,1749100,23,2,164,403
SANJAY KUMAR SAHU,M,43,24787,14,24801,1749100,23,3,164,403
NOTA,null,null,15141,14,15155,1749100,23,null,269,403
BALKUMAR PATEL,M,59,75350,88,75438,1702024,23,3,163,404
MAHENDRA,M,56,10347,2,10349,1702024,23,2,123,404
SHYAMA CHARAN GUPTA,M,74,418647,341,418988,1702024,23,3,385,404
R.K. SINGH PATEL,M,59,477100,826,477926,1702024,23,3,80,404
CHHOTELAL,M,37,12746,1,12747,1702024,23,3,744,404
MIRA DEVI,F,26,6539,6,6545,1702024,23,2,862,404
SHIRAZ RAHAT KHAN,M,44,7869,4,7873,1702024,23,3,52,404
RAMPRATAP,M,45,5430,3,5433,1702024,23,3,164,404
NOTA,null,null,19248,2,19250,1702024,23,null,269,404
NIRANJAN JYOTI,F,52,563715,2325,566040,1839312,23,3,80,405
RAKESH SACHAN,M,63,65738,339,66077,1839312,23,3,163,405
SUKHDEV PRASAD VERMA,M,62,366167,1668,367835,1839312,23,3,110,405
ASHOK KUMAR MISHRA,M,58,5266,12,5278,1839312,23,3,639,405
MAHESH CHANDRA SAHU,M,42,2706,12,2718,1839312,23,3,744,405
RAJKUMAR LODHI,M,40,2454,3,2457,1839312,23,3,887,405
RAMKUMAR,M,68,2779,1,2780,1839312,23,2,739,405
KAMTA PRASAD,M,36,3794,2,3796,1839312,23,3,164,405
JUBER AHMAD,M,44,4903,3,4906,1839312,23,3,164,405
BENI PRASAD,M,61,7072,4,7076,1839312,23,2,164,405
NOTA,null,null,14640,52,14692,1839312,23,null,269,405
INDRAJEET SAROJ,M,57,343274,1013,344287,1787120,23,2,385,406
GIRISH PASI,M,52,16384,58,16442,1787120,23,2,163,406
VINOD KUMAR SONKAR,M,49,381517,1492,383009,1787120,23,2,80,406
BACHACHA LAL,M,41,6206,5,6211,1787120,23,2,104,406
MISHRI LAL,M,30,3178,5,3183,1787120,23,2,862,406
RAJDEV,M,63,4986,0,4986,1787120,23,2,744,406
SHAILENDRA KUMAR PASI,M,61,156269,137,156406,1787120,23,2,637,406
CHHEDDU,M,47,3562,4,3566,1787120,23,2,164,406
PRADEEP KUMAR,M,30,2376,1,2377,1787120,23,2,164,406
RAM SUMER,M,58,4219,5,4224,1787120,23,2,164,406
SHAILENDRA KUMAR,M,44,26954,13,26967,1787120,23,2,164,406
SHAILENDRA KUMAR,M,40,8009,2,8011,1787120,23,2,164,406
NOTA,null,null,14751,18,14769,1787120,23,null,269,406
Keshari Devi Patel,F,62,542398,2303,544701,2010477,23,3,80,407
Pandhari Yadav,M,58,371318,1415,372733,2010477,23,3,385,407
Pankaj Patel,M,38,32617,144,32761,2010477,23,3,163,407
Atul Kumar Dwivedi,M,35,1398,8,1406,2010477,23,3,677,407
Kamala Prasad,M,53,916,5,921,2010477,23,2,513,407
Dakkhini Prasad Kushwaha,M,68,974,1,975,2010477,23,3,313,407
Priya Singh Paul Alias Priyadarshini Gandhi,F,50,1602,5,1607,2010477,23,3,744,407
Ramnath Priydarshi Suman,M,81,2058,0,2058,2010477,23,2,756,407
Dr. Ramlakhan Chaurasiya,M,56,1965,1,1966,2010477,23,3,230,407
Srichandra Kesarwani (Advocate),M,38,1261,1,1262,2010477,23,3,520,407
Sunil Kumar Maurya,M,57,2185,4,2189,2010477,23,3,284,407
Sanjeev Kumar Mishra,M,41,2858,0,2858,2010477,23,3,898,407
Rishabh Pandey,M,29,1945,0,1945,2010477,23,3,164,407
Dr. Neeraj,M,51,2969,3,2972,2010477,23,3,164,407
NOTA,null,null,7862,20,7882,2010477,23,null,269,407
Girdhar Gopal Tripathi,M,77,10397,6,10403,1716160,23,3,123,408
Yogesh Shukla,M,49,31852,101,31953,1716160,23,3,163,408
Rajendra Singh Patel,M,63,309328,851,310179,1716160,23,3,385,408
Rita Bahuguna Joshi,F,69,493204,1250,494454,1716160,23,3,80,408
Ajeet Kumar Patel,M,31,6261,6,6267,1716160,23,3,284,408
Abhimanyu Singh Patel,M,43,2214,3,2217,1716160,23,3,744,408
Om Guru Charandas,M,44,2278,0,2278,1716160,23,3,452,408
Gayatri Prasad,M,40,1516,1,1517,1716160,23,3,104,408
Bhawani Singh,O,46,1840,5,1845,1716160,23,2,1,408
Ram Pal Gupta,M,47,3367,1,3368,1716160,23,3,296,408
Shiv Dutt Shukla,M,49,5146,1,5147,1716160,23,3,502,408
Shiv Prasad,M,63,4117,1,4118,1716160,23,3,677,408
Ajay Sharma,M,50,4731,0,4731,1716160,23,3,164,408
Rabindra Kumar Shrivastav,M,48,2954,0,2954,1716160,23,3,164,408
NOTA,null,null,7610,15,7625,1716160,23,null,269,408
Upendra Singh Rawat,M,51,535594,323,535917,1816830,23,2,80,409
Tanuj Punia,M,34,159575,36,159611,1816830,23,2,163,409
Ram Sagar Rawat,M,68,425624,153,425777,1816830,23,2,385,409
Asha Devi,F,33,5761,1,5762,1816830,23,2,220,409
Om kar,M,33,1369,2,1371,1816830,23,2,92,409
Kalpana Rawat,F,32,1048,1,1049,1816830,23,2,535,409
Tarawati,F,50,1920,1,1921,1816830,23,2,53,409
Fool Dulari,F,39,1622,2,1624,1816830,23,2,832,409
Vinod Kumar,M,35,1622,0,1622,1816830,23,2,489,409
Santosh Kumari,F,40,1549,0,1549,1816830,23,2,556,409
Kishan Lal,M,42,2288,1,2289,1816830,23,2,164,409
Molhey Ram Rawat,M,77,4380,1,4381,1816830,23,2,164,409
Manju Devi,F,32,3683,0,3683,1816830,23,2,164,409
NOTA,null,null,8783,2,8785,1816830,23,null,269,409
ANAND SEN,M,55,463187,357,463544,1821785,23,3,385,410
NIRMAL KHATRI,M,68,53322,64,53386,1821785,23,3,163,410
LALLU SINGH,M,64,528113,908,529021,1821785,23,3,80,410
ASHA DEVI,F,25,6669,5,6674,1821785,23,3,220,410
KANCHAN YADAV,F,34,2762,6,2768,1821785,23,3,230,410
MAHESH TIWARI,M,46,1243,2,1245,1821785,23,3,377,410
VIJAY SHANKAR PANDEY,M,62,2055,1,2056,1821785,23,3,677,410
SHER AFGAN,M,44,1336,1,1337,1821785,23,3,535,410
KAMLESH TIWARI,M,43,2739,0,2739,1821785,23,3,164,410
MANOJ KUMAR MISHRA,M,28,1821,1,1822,1821785,23,3,164,410
RAJBAHADUR URF RAJAN PANDEY,M,45,7345,2,7347,1821785,23,3,164,410
LAL MANI TRIPATHI (BHAI SAHAB),M,55,3301,1,3302,1821785,23,3,164,410
SHARAD KUMAR,M,34,2492,0,2492,1821785,23,2,164,410
NOTA,null,null,9381,7,9388,1821785,23,null,269,410
Mukut Bihari,M,71,467287,951,468238,1785657,23,3,80,411
Ritesh Pandey,M,38,563445,673,564118,1785657,23,3,110,411
Ayodhya,M,38,5449,23,5472,1785657,23,3,535,411
Ashutosh,M,47,4162,1,4163,1785657,23,3,230,411
Parshuram Patel,M,60,2440,3,2443,1785657,23,3,152,411
Premnath Nishad,M,36,2385,5,2390,1785657,23,3,744,411
Mastram Kori,M,49,1959,0,1959,1785657,23,2,862,411
Rakesh,M,36,15164,3,15167,1785657,23,3,372,411
Ram Singar,M,55,2224,0,2224,1785657,23,2,891,411
Sushila Dinkar,F,56,6054,11,6065,1785657,23,2,92,411
Taigar Ramnihor Patel 'Ratnashah',M,70,6567,2,6569,1785657,23,3,164,411
NOTA,null,null,11329,15,11344,1785657,23,null,269,411
AKSHAIBAR LAL,M,73,525512,470,525982,1729908,23,2,80,412
SHABBIR BALMIKI,M,60,396843,387,397230,1729908,23,2,385,412
SAVITRI BAI PHULE,F,38,34383,71,34454,1729908,23,2,163,412
JAGDISH KUMAR SINGH,M,53,2488,1,2489,1729908,23,2,744,412
MAUJILAL,M,44,1662,0,1662,1729908,23,2,777,412
RAM SAGAR,M,47,1581,0,1581,1729908,23,2,348,412
RINKU SAHANI,F,25,2423,4,2427,1729908,23,2,377,412
GUR PRASAD,M,69,2131,0,2131,1729908,23,2,164,412
JANARDAN GOND,M,46,5179,0,5179,1729908,23,2,164,412
SHIVNANDAN,M,52,3524,0,3524,1729908,23,2,164,412
NOTA,null,null,13184,5,13189,1729908,23,null,269,412
Chandradev Ram Yadav,M,66,319418,339,319757,1805946,23,3,110,413
Brijbhusan Sharan Singh,M,62,580226,1132,581358,1805946,23,3,80,413
Vinay Kumar Pandey 'Vinnu',M,54,37049,83,37132,1805946,23,3,163,413
Umesh Kumar,M,34,5898,1,5899,1805946,23,3,777,413
Chandra Prakash Pandey,M,58,3114,3,3117,1805946,23,3,257,413
Dhananjay Sharma,M,46,2000,1,2001,1805946,23,3,744,413
Pramod Kumar,M,39,2214,0,2214,1805946,23,3,820,413
Vajid,M,52,2036,0,2036,1805946,23,3,489,413
Santosh,M,39,2165,1,2166,1805946,23,3,535,413
Om Prakash Mishra,M,35,3085,4,3089,1805946,23,3,164,413
Munni,F,41,4563,2,4565,1805946,23,3,164,413
Shiv Narayan,M,36,4898,0,4898,1805946,23,2,164,413
NOTA,null,null,13157,11,13168,1805946,23,null,269,413
DADDAN MISHRA,M,52,436228,223,436451,1914739,23,3,80,414
DHIRENDRA PRATAP SINGH,M,54,58014,28,58042,1914739,23,3,163,414
NABBAN KHAN,M,63,12662,0,12662,1914739,23,3,123,414
RAM SHIROMANI,M,49,441505,266,441771,1914739,23,3,110,414
RAJWANT SINGH,M,47,7479,0,7479,1914739,23,3,377,414
RAM KUMAR PANDEY,M,36,4325,0,4325,1914739,23,3,152,414
HANOMAN PRASAD MISHRA,M,40,3165,0,3165,1914739,23,3,662,414
ARJUN,M,51,3509,0,3509,1914739,23,3,164,414
UGRASEN SINGH,M,45,7064,0,7064,1914739,23,3,164,414
BALMUKUND,M,26,5431,0,5431,1914739,23,2,164,414
NOTA,null,null,17104,4,17108,1914739,23,null,269,414
KIRTI VARDHAN SINGH ALIAS RAJA BHAIYA,M,53,507276,914,508190,1770248,23,3,80,415
SMT KRISHNA PATEL,F,62,25646,40,25686,1770248,23,3,163,415
VINOD KUMAR ALIAS PANDIT SINGH,M,52,341179,651,341830,1770248,23,3,385,415
ASMAN DATT MISHRA,M,55,3732,2,3734,1770248,23,3,535,415
"QUTUBUDDIN KHAN ""DIMOND""",M,45,6210,2,6212,1770248,23,3,744,415
MOHD. JAVED ANSARI,M,36,1529,0,1529,1770248,23,3,890,415
DHANI RAM CHAUDHRI,M,29,3539,1,3540,1770248,23,2,778,415
PEER ALI KHAN,M,43,1936,0,1936,1770248,23,3,662,415
MUBARAK ALI,M,42,2830,0,2830,1770248,23,3,25,415
RADHEY SHYAM ALIAS PAPPU RAJBHAR,M,33,3854,2,3856,1770248,23,3,372,415
HAFIZ ALI,M,42,2103,1,2104,1770248,23,3,282,415
MO. ARBI,M,39,2568,0,2568,1770248,23,3,164,415
NARENDRA SINGH,M,49,3265,0,3265,1770248,23,3,164,415
MAHESH SINGH,M,51,5475,0,5475,1770248,23,3,164,415
VINOD KUMAR SINGH,M,39,2641,2,2643,1770248,23,3,164,415
NOTA,null,null,8401,17,8418,1770248,23,null,269,415
AFTAB ALAM,M,37,386901,31,386932,1885433,23,3,110,416
CHANDRASH ALIAS CHANDRESH KUMAR UPADHYAY,M,37,60538,11,60549,1885433,23,3,163,416
JAGDAMBIKA PAL,M,68,492145,108,492253,1885433,23,3,80,416
ARJUN SINGH LODHI,M,50,8265,0,8265,1885433,23,3,92,416
KESHARI NANDAN,M,35,3066,0,3066,1885433,23,3,833,416
KESHAV RAJBHAR,M,36,3809,0,3809,1885433,23,3,372,416
BRIJESH KUMAR,M,46,4097,0,4097,1885433,23,3,641,416
MOHAMMAD IRFAN,M,33,5765,0,5765,1885433,23,3,282,416
SANJAY KUMAR CHAUHAN,M,44,5029,1,5030,1885433,23,3,262,416
SHARWAN KUMAR,M,33,3746,0,3746,1885433,23,2,164,416
NOTA,null,null,11754,3,11757,1885433,23,null,269,416
RAJ KISHOR SINGH,M,50,86453,467,86920,1845223,23,3,163,417
RAM PRASAD CHAUDHARY,M,65,437641,3167,440808,1845223,23,3,110,417
HARISH CHANDRA ALIAS HARISH DWIVEDI,M,45,469214,1948,471162,1845223,23,3,80,417
PANKAJ DUBEY,M,36,7340,5,7345,1845223,23,3,677,417
PRAMOD SHUKLA,M,38,2678,2,2680,1845223,23,3,761,417
RAM PRASAD CHAURASIYA,M,49,3734,3,3737,1845223,23,3,641,417
ROHIT KUMAR PATHAK,M,25,3179,3,3182,1845223,23,3,152,417
VINOD KUMAR RAJBHAR,M,42,11960,11,11971,1845223,23,3,372,417
CHANDRA MANI PANDEY,M,42,3161,9,3170,1845223,23,3,164,417
BHAGWANDAS,M,51,5589,1,5590,1845223,23,2,164,417
RANGI LAL YADAV,M,36,7638,1,7639,1845223,23,3,164,417
NOTA,null,null,10298,37,10335,1845223,23,null,269,417
PRAVEEN KUMAR NISHAD,M,30,466167,1376,467543,1962903,23,0,80,418
BHAL CHANDRA YADAV,M,60,128242,264,128506,1962903,23,3,163,418
BHEESHMA SHANKAR,M,54,430899,895,431794,1962903,23,3,110,418
AKHILESH KUMAR,M,46,8013,12,8025,1962903,23,3,230,418
ANAND KUMAR GAUTAM,M,29,3984,3,3987,1962903,23,2,92,418
RAJENDRA YADAV,M,57,6915,17,6932,1962903,23,3,164,418
LOTAN,M,57,3972,0,3972,1962903,23,2,164,418
NOTA,null,null,12614,17,12631,1962903,23,null,269,418
AKHILESH,M,55,385592,333,385925,1915408,23,3,385,419
PANKAJ CHOUDHARY,M,54,725557,792,726349,1915408,23,3,80,419
SUPRIYA SHRINATE,F,41,72449,67,72516,1915408,23,3,163,419
PAPPU CHAUHAN,M,31,2856,1,2857,1915408,23,3,826,419
MANISH,M,38,1530,4,1534,1915408,23,2,92,419
MANOJ KUMAR RANA,M,46,1777,9,1786,1915408,23,3,577,419
SHIV CHARAN,M,30,1431,0,1431,1915408,23,3,440,419
SUMIT,M,31,5183,0,5183,1915408,23,3,641,419
ANEEL KUMAR,M,40,2040,2,2042,1915408,23,3,164,419
AMARJEET,M,51,2254,0,2254,1915408,23,2,164,419
PANNELAL,M,33,3871,1,3872,1915408,23,2,164,419
PRAMOD KUMAR,M,36,2236,0,2236,1915408,23,3,164,419
MOHANKUMAR,M,49,3066,0,3066,1915408,23,3,164,419
LALDHARI YADAV,M,42,5386,1,5387,1915408,23,3,164,419
NOTA,null,null,10458,20,10478,1915408,23,null,269,419
Dr. Ashish Kumar Singh,M,40,8157,15,8172,1981197,23,3,123,420
Madhusudan Tripathi,M,64,22855,117,22972,1981197,23,3,163,420
Ravindra Shyamnarayan Shukla alias Ravi Kishan,M,51,715010,2112,717122,1981197,23,3,80,420
Rambhual Nishad,M,58,414340,1118,415458,1981197,23,3,385,420
Abhishek Chand,M,30,4317,2,4319,1981197,23,3,372,420
Awadhesh Kumar Singh,M,63,1305,1,1306,1981197,23,3,836,420
Jai Prakash Mishra,M,52,1335,1,1336,1981197,23,3,761,420
Jitendra Kumar,M,31,1572,0,1572,1981197,23,2,636,420
Shyamnarayan Yadav,M,49,2702,6,2708,1981197,23,3,744,420
Subhash Chandra Dubey,M,73,1982,0,1982,1981197,23,3,386,420
