candidate,sex,age,general_votes,postal_votes,total_votes,total_electors,state_id,category_id,party_id,pc_id
ANOOP MEHTA,M,54,997,1,998,1631817,7,3,164,129
ATAM PARKASH,M,62,1207,0,1207,1631817,7,3,164,129
KULDEEP BHUKKAL,M,26,5330,4,5334,1631817,7,2,164,129
DEEPAK,M,28,5867,0,5867,1631817,7,3,164,129
PYARELAL CHOHAN ADVOCATE,M,71,930,0,930,1631817,7,2,164,129
PARDEEP KUMAR,M,32,521,1,522,1631817,7,3,164,129
BAJRANG VATS,M,29,803,5,808,1631817,7,3,164,129
BIJENDER,M,38,455,4,459,1631817,7,3,164,129
MANGE RAM VERMA,M,50,991,2,993,1631817,7,3,164,129
SHAMSHER SINGH,M,54,485,0,485,1631817,7,3,164,129
SALEEM DIN,M,26,6337,2,6339,1631817,7,3,164,129
SUDHIR GODARA,M,42,3757,0,3757,1631817,7,3,164,129
SUMIT KUMAR,M,26,492,1,493,1631817,7,3,164,129
NOTA,null,null,2927,30,2957,1631817,7,null,269,129
Kuldip Sharma,M,62,255163,289,255452,1904193,7,3,163,130
Dharmvir Padha,M,56,15748,49,15797,1904193,7,3,166,130
Pankaj,M,31,67091,92,67183,1904193,7,3,110,130
Sanjay Bhatia,M,51,909432,2162,911594,1904193,7,3,80,130
Ankur,M,29,2785,4,2789,1904193,7,3,457,130
Anil Kumar,M,45,1235,8,1243,1904193,7,2,640,130
Ishwar Chand Salwan,M,69,545,6,551,1904193,7,2,488,130
Ishwar Sharma,M,58,808,0,808,1904193,7,3,766,130
Kitab Singh,M,61,2117,1,2118,1904193,7,2,739,130
Krishan Kumar Aggarwal,M,41,22042,42,22084,1904193,7,3,1,130
Tilak Raj,M,60,774,0,774,1904193,7,3,313,130
Dinesh Sharma,M,28,1723,8,1731,1904193,7,3,377,130
Naresh Kumar,M,38,2337,3,2340,1904193,7,2,744,130
Vicky Chinalya,M,27,3316,2,3318,1904193,7,2,847,130
Jagdish,M,66,1184,2,1186,1904193,7,3,164,130
Parmod Sharma,M,54,6287,4,6291,1904193,7,3,164,130
NOTA,null,null,5439,24,5463,1904193,7,null,269,130
BHUPINDER SINGH HOODA,M,72,421229,1571,422800,1592611,7,3,163,131
RAMESH CHANDER KAUSHIK,M,62,583988,3676,587664,1592611,7,3,80,131
SURENDER KUMAR CHHIKARA,M,49,9129,20,9149,1592611,7,3,166,131
KUSUM PARASHAR,F,41,595,10,605,1592611,7,3,702,131
DIGVIJAY SINGH CHAUTALA,M,28,50904,258,51162,1592611,7,3,646,131
SANT DHARAMVEER CHOTIWALA,M,47,335,22,357,1592611,7,3,518,131
COMRADE BALBEER SINGH,M,60,866,5,871,1592611,7,2,856,131
MANISH,M,29,307,2,309,1592611,7,3,457,131
MAHAVEER,M,56,507,2,509,1592611,7,3,786,131
MOHAN,M,51,391,1,392,1592611,7,3,25,131
RAJ BALA SAINI,F,44,34958,88,35046,1592611,7,3,680,131
RAJESH SHARMA,M,39,429,1,430,1592611,7,3,744,131
RAMDIYA,M,76,1709,0,1709,1592611,7,3,847,131
SUKHMANDAR SINGH KHARB,M,31,532,3,535,1592611,7,3,316,131
SUDHIR KUMAR,M,42,1581,8,1589,1592611,7,2,535,131
ANIL KUMAR,M,40,1975,0,1975,1592611,7,3,164,131
ASHWANI,M,35,1542,2,1544,1592611,7,3,164,131
KARAN SINGH,M,39,1161,1,1162,1592611,7,3,164,131
DR. JAGBIR SINGH,M,64,377,6,383,1592611,7,2,164,131
JAI PRAKASH,M,54,196,0,196,1592611,7,3,164,131
DHARAMBIR,M,39,499,1,500,1592611,7,2,164,131
PARDEEP CHAHAL,M,32,128,0,128,1592611,7,3,164,131
BIJENDER,M,54,235,1,236,1592611,7,3,164,131
BIJENDER KUMAR,M,40,256,0,256,1592611,7,2,164,131
MASTER RAMESH KHATRI LAMBARDAR,M,58,1701,0,1701,1592611,7,3,164,131
RAVINDER KUMAR,M,37,290,0,290,1592611,7,3,164,131
SHIYANAND TYAGI,M,55,257,2,259,1592611,7,3,164,131
SATINDER RATHI,M,52,384,1,385,1592611,7,3,164,131
SATISH RAJ DESWAL,M,50,4899,27,4926,1592611,7,3,164,131
NOTA,null,null,2416,48,2464,1592611,7,null,269,131
ARVIND KUMAR SHARMA,M,56,566242,7603,573845,1737133,7,3,80,132
KISHAN LAL PANCHAL,M,51,38163,201,38364,1737133,7,3,110,132
DEEPENDER SINGH HOODA,M,41,563606,2736,566342,1737133,7,3,163,132
DHARAMVIR,M,54,7122,36,7158,1737133,7,3,166,132
IMRAN,M,38,357,12,369,1737133,7,3,535,132
JAIKARAN MANDAUTHI,M,73,1023,7,1030,1737133,7,3,856,132
PRADEEP KUMAR DESWAL,M,32,21050,161,21211,1737133,7,3,646,132
MANJU DEVI,F,34,295,18,313,1737133,7,3,744,132
RAJBIR,M,26,175,8,183,1737133,7,3,457,132
SUKHBIR,M,41,416,6,422,1737133,7,3,594,132
Ashok Kumar,M,34,222,3,225,1737133,7,3,164,132
INDERJEET,M,32,251,26,277,1737133,7,3,164,132
Krishan,M,33,336,2,338,1737133,7,3,164,132
PARVEEN KUMAR,M,35,1099,2,1101,1737133,7,3,164,132
RAM KISHAN SAIN,M,55,761,6,767,1737133,7,3,164,132
RAMBIR,M,27,2444,3,2447,1737133,7,3,164,132
VINAY,M,37,2737,2,2739,1737133,7,3,164,132
SATYAVIR SINGH,M,43,436,3,439,1737133,7,2,164,132
NOTA,null,null,2939,62,3001,1737133,7,null,269,132
Dharambir Singh S/o Bhale Ram,M,64,725725,10974,736699,1654317,7,3,80,133
Balwan Singh,M,37,7964,101,8065,1654317,7,3,166,133
Shruti Choudhry,F,43,290463,1773,292236,1654317,7,3,163,133
Mohd Irfan,M,41,1566,35,1601,1654317,7,3,535,133
Comrade Om Parkash,M,54,1079,14,1093,1654317,7,2,856,133
Kundan Kumar,M,56,439,4,443,1654317,7,2,333,133
Ramesh Rao Pilot,M,46,20170,64,20234,1654317,7,3,680,133
Satbir,M,44,425,8,433,1654317,7,2,457,133
Salesh Kumar,M,45,466,14,480,1654317,7,2,744,133
Bhai Surender Dhanak,M,29,791,149,940,1654317,7,2,543,133
Swati Yadav,F,30,84236,720,84956,1654317,7,3,646,133
Jagat Singh,M,53,728,4,732,1654317,7,3,164,133
Dharambir Singh S/0 Fateh Singh,M,49,1250,10,1260,1654317,7,3,164,133
Rajnish Kumar,M,36,1395,2,1397,1654317,7,2,164,133
Ram Kishan,M,58,621,4,625,1654317,7,3,164,133
Lalit,M,44,2933,5,2938,1654317,7,3,164,133
Vinod Kumar,M,61,2652,1,2653,1654317,7,3,164,133
Satya Pal,M,75,501,4,505,1654317,7,3,164,133
Sudhir Kumar,M,32,879,4,883,1654317,7,3,164,133
Suresh Chand,M,65,585,2,587,1654317,7,2,164,133
Happy Singh,M,28,306,8,314,1654317,7,3,164,133
NOTA,null,null,1966,75,2041,1654317,7,null,269,133
CAPT. AJAY SINGH,M,60,494733,557,495290,2150728,7,3,163,134
RAO INDERJIT SINGH,M,69,877241,4305,881546,2150728,7,3,80,134
CHAUDHARY RAIS AHMAD,M,58,26706,50,26756,2150728,7,3,110,134
VIRENDAR RANA,M,46,9894,17,9911,2150728,7,3,166,134
DR. ABDUL LATIF (MIYA JI),M,63,450,4,454,2150728,7,3,426,134
FOJI JAI KAWAR TYAGI (DIKSHIT),M,64,337,9,346,2150728,7,3,590,134
JAWAHAR SINGH PAHAL,M,47,305,4,309,2150728,7,3,104,134
COLONEL DHARAM PAL SINGH RAGHAVA,M,61,650,8,658,2150728,7,3,760,134
ADVOCATE PARVEEN YADAV WAZIRABAD,M,40,1023,4,1027,2150728,7,3,8,134
PAWAN KUMAR,M,30,1277,4,1281,2150728,7,3,377,134
DR. MEHMOOD KHAN,M,63,8963,30,8993,2150728,7,3,646,134
MAHABIR MEHRA CHHILARKI,M,41,1056,5,1061,2150728,7,2,739,134
RAMESH KUMAR,M,48,527,0,527,2150728,7,3,763,134
RAMESH CHAND,M,67,937,3,940,2150728,7,2,92,134
VINOD KUMAR,M,48,1201,2,1203,2150728,7,2,457,134
COMRADE SARWAN KUMAR,M,51,2764,2,2766,2150728,7,3,856,134
HANS KUMAR,M,38,1868,0,1868,2150728,7,3,339,134
CHOWKIDAR ANJAN DEVESHWAR,M,41,1780,3,1783,2150728,7,3,164,134
AZAD SINGH NANGALIA,M,60,423,0,423,2150728,7,2,164,134
RAO INDERJEET,M,37,1327,15,1342,2150728,7,3,164,134
KUSHESHWAR BHAGAT,M,48,434,0,434,2150728,7,3,164,134
PAWAN NEHRA,M,34,295,3,298,2150728,7,3,164,134
VIRENDER,M,58,258,1,259,2150728,7,3,164,134
SUDESH KUMAR,M,32,1639,6,1645,2150728,7,2,164,134
NOTA,null,null,5350,39,5389,2150728,7,null,269,134
AVTAR SINGH BHADANA,M,62,274755,228,274983,2071816,7,3,163,135
KRISHAN PAL,M,62,910787,2435,913222,2071816,7,3,80,135
MANDHIR MAAN,M,43,86694,58,86752,2071816,7,3,110,135
MAHENDER SINGH CHAUHAN,M,66,12035,35,12070,2071816,7,3,166,135
BAUDHACHARYA KHAJAN SINGH GAUTAM,M,46,462,1,463,2071816,7,2,336,135
CHAUDHARY DAYACHAND,M,68,336,3,339,2071816,7,3,104,135
DEEPAK GAUR,M,40,467,4,471,2071816,7,3,55,135
PANDIT NAVIN JAIHIND,M,37,11076,36,11112,2071816,7,3,1,135
PRADEEP KUMAR,M,28,330,0,330,2071816,7,3,871,135
MAHESH PRATAP SHARMA,M,63,475,2,477,2071816,7,3,353,135
MUKESH KUMAR SINGH,M,43,478,0,478,2071816,7,3,225,135
RAKESH KUMAR,M,36,450,1,451,2071816,7,3,457,135
RAMKISHAN GOLA,M,44,1131,0,1131,2071816,7,3,25,135
RUBY,F,36,1190,2,1192,2071816,7,3,610,135
LEKHRAM DABANG,M,50,4773,0,4773,2071816,7,2,92,135
VIJENDERA KASANA,M,53,2687,1,2688,2071816,7,3,550,135
SHYAMVIR,M,39,3960,1,3961,2071816,7,3,766,135
SAHIRAM RAWAT,M,50,2024,0,2024,2071816,7,3,426,135
Adv. HARI SHANKAR RAJVANS,M,42,715,1,716,2071816,7,2,458,135
HARI CHAND,M,62,1369,1,1370,2071816,7,2,739,135
AMIT SINGH PATEL,M,33,370,1,371,2071816,7,3,164,135
TIKARAM HOODA,M,43,249,0,249,2071816,7,3,164,135
BOBBY KATARIA,M,34,392,1,393,2071816,7,3,164,135
MANOJ CHOUDHARY,M,48,438,1,439,2071816,7,3,164,135
C A SHUKLA,M,57,389,0,389,2071816,7,3,164,135
SANJAY MAURYA,M,45,801,1,802,2071816,7,3,164,135
Dr K P SINGH,M,60,661,2,663,2071816,7,2,164,135
NOTA,null,null,4973,13,4986,2071816,7,null,269,135
Kishan Kapoor,M,67,712133,13085,725218,1427338,8,0,80,136
Dr. Kehar Singh,M,49,8719,147,8866,1427338,8,2,110,136
Pawan Kajal,M,45,245474,2121,247595,1427338,8,3,163,136
Prem Chand Vishvakarma,M,67,2355,16,2371,1427338,8,3,713,136
Dr. Swaroop Singh Rana,M,58,945,14,959,1427338,8,3,863,136
Subhash Chand,M,70,950,20,970,1427338,8,3,611,136
Chander Bhan (Baabla),M,54,555,9,564,1427338,8,2,164,136
Col. Narinder Pathania,M,67,861,47,908,1427338,8,3,164,136
Nisha Katoch,F,36,1297,101,1398,1427338,8,3,164,136
Bachan Singh Rana,M,52,2233,7,2240,1427338,8,3,164,136
Dr. Sanjiv Guleria,M,58,4425,148,4573,1427338,8,3,164,136
NOTA,null,null,11195,132,11327,1427338,8,null,269,136
AASHRAY SHARMA,M,32,240184,1546,241730,1281462,8,3,163,137
DALEEP SINGH KAITH,M,48,14742,96,14838,1281462,8,3,125,137
RAM SWAROOP SHARMA,M,60,638441,8748,647189,1281462,8,3,80,137
SES RAM,M,48,9003,57,9060,1281462,8,2,110,137
KARTAR CHAND,M,44,874,6,880,1281462,8,3,863,137
KHEM CHAND,M,43,508,3,511,1281462,8,2,739,137
CHANDERMANI,M,61,496,9,505,1281462,8,3,25,137
MEHAR SINGH,M,53,580,3,583,1281462,8,2,752,137
RAJENDER SURYAVANSHI,M,42,1864,8,1872,1281462,8,2,47,137
SHIV LAL THAKUR,M,64,714,37,751,1281462,8,3,104,137
GUMAN SINGH,M,59,2312,32,2344,1281462,8,0,164,137
GHANSHYAM CHAND THAKUR,M,63,773,2,775,1281462,8,3,164,137
COL. THAKUR SINGH,M,66,1584,12,1596,1281462,8,3,164,137
DEV RAJ BHARDWAJ,M,66,3653,0,3653,1281462,8,3,164,137
DHARMENDER SINGH THAKUR,M,49,1856,4,1860,1281462,8,3,164,137
BRIJ GOPAL,M,59,4085,2,4087,1281462,8,3,164,137
SUBHASH MOHAN SNEHI,M,41,3835,4,3839,1281462,8,3,164,137
NOTA,null,null,5187,111,5298,1281462,8,null,269,137
ANURAG SINGH THAKUR,M,44,668812,13880,682692,1362269,8,3,80,138
DESH RAJ,M,40,6974,121,7095,1362269,8,2,110,138
RAM LAL THAKUR,M,68,281000,2120,283120,1362269,8,3,163,138
KRISHAN GOPAL,M,28,2264,55,2319,1362269,8,3,825,138
TULSI RAM SHARMA,M,73,766,9,775,1362269,8,3,25,138
RAM SINGH SHUKLA,M,66,462,11,473,1362269,8,2,92,138
ASHISH KUMAR,M,38,320,10,330,1362269,8,3,164,138
ASHOK SHARMA,M,55,400,12,412,1362269,8,3,164,138
PARVEEN THAKUR,M,52,695,4,699,1362269,8,3,164,138
RADHA KRISHAN NAROTRA,M,64,1413,7,1420,1362269,8,2,164,138
VIKASH KUMAR,M,30,1394,10,1404,1362269,8,3,164,138
NOTA,null,null,7865,161,8026,1362269,8,null,269,138
DHANI RAM SHANDIL,M,78,277647,1021,278668,1259085,8,2,163,139
VIKRAM SINGH,M,33,7696,63,7759,1259085,8,2,110,139
SURESH KUMAR KASHYAP,M,48,601305,4877,606182,1259085,8,2,80,139
MANOJ RAGHUVANSHI,M,27,5806,11,5817,1259085,8,2,25,139
SHAMSHER SINGH,M,37,3209,7,3216,1259085,8,2,752,139
RAVI KUMAR DALIT,M,39,3600,8,3608,1259085,8,2,164,139
NOTA,null,null,8305,52,8357,1259085,8,null,269,139
JAHANGIR KHAN,M,46,4206,123,4329,1317738,9,3,188,140
ABDUL QAYOOM WANI,M,59,53307,223,53530,1317738,9,3,191,140
HAJI FAROOQ AHMAD MIR,M,55,34240,292,34532,1317738,9,3,163,140
MOHAMMAD AKBAR LONE,M,71,132969,457,133426,1317738,9,3,187,140
MOHD MAQBOOL WAR,M,65,7313,581,7894,1317738,9,3,80,140
RAJA AIJAZ ALI,M,67,103052,141,103193,1317738,9,3,197,140
JAVID AHMAD QURESHI,M,45,3332,51,3383,1317738,9,3,164,140
SYED NAJEEB SHAH NAQVI,M,48,4948,19,4967,1317738,9,3,164,140
ENGINEER RASHID,M,54,100677,1491,102168,1317738,9,3,164,140
NOTA,null,null,8070,58,8128,1317738,9,null,269,140
Sheikh Khalid Jehangir,M,43,4546,85,4631,1294671,9,3,80,141
Aga Syed Mohsin,M,58,36620,80,36700,1294671,9,3,731,141
Abdual Rashid Ganie,M,44,782,9,791,1294671,9,3,188,141
Farooq Abdullah,M,83,106596,154,106750,1294671,9,3,187,141
Showkat Hussain Khan,M,37,1246,4,1250,1294671,9,3,179,141
Abdul Khaliq Bhat,M,40,576,2,578,1294671,9,3,377,141
Irfan Raza Ansari,M,41,28745,28,28773,1294671,9,3,197,141
Nazir Ahmad Lone,M,46,500,6,506,1294671,9,3,359,141
Nazir Ahmad Sofi,M,33,1504,3,1507,1294671,9,3,684,141
Bilal Sultan,M,46,1625,5,1630,1294671,9,3,164,141
Sajjad Ahmad Dar,M,30,610,3,613,1294671,9,3,164,141
Abdul Rashid Banday,M,67,1525,12,1537,1294671,9,3,164,141
NOTA,null,null,1491,75,1566,1294671,9,null,269,141
HASNAIN MASOODI,M,65,40032,148,40180,1397779,9,3,187,142
GHULAM AHMAD MIR,M,60,32879,625,33504,1397779,9,3,163,142
MEHBOOBA MUFTI,F,59,30223,301,30524,1397779,9,3,191,142
NISAR AHMAD WANI,M,36,570,19,589,1397779,9,3,188,142
SOFI YOUSUF,M,53,9687,538,10225,1397779,9,3,80,142
SURINDER SINGH,M,60,185,32,217,1397779,9,3,744,142
SANJAY KUMAR DHAR,M,51,667,10,677,1397779,9,3,684,142
CH. ZAFFAR ALI,M,60,1629,17,1646,1397779,9,0,197,142
IMTIYAZ AHMAD RATHER,M,47,330,52,382,1397779,9,3,164,142
RIDWANA SANAM,F,39,422,33,455,1397779,9,3,164,142
RIYAZ AHMAD BHAT,M,45,188,6,194,1397779,9,3,164,142
ZUBAIR MASOODI,M,38,536,11,547,1397779,9,3,164,142
MIRZA SAJAD HUSSAIN BEIGH,M,36,421,4,425,1397779,9,3,164,142
SHAMS KHWAJA,M,58,759,1,760,1397779,9,3,164,142
ALI MOHAMMAD WANI,M,48,810,4,814,1397779,9,3,164,142
GH. MOHD. WANI,M,45,1365,4,1369,1397779,9,3,164,142
KYASIR AHMAD SHEIKH,M,31,840,7,847,1397779,9,3,164,142
MANZOOR AHMAD KHAN,M,47,597,7,604,1397779,9,3,164,142
NOTA,null,null,709,228,937,1397779,9,null,269,142
Jamyang Tsering Namgyal,M,33,41315,1599,42914,179232,9,0,80,143
Rigzin Spalbar,M,61,20447,794,21241,179232,9,0,163,143
Asgar Ali Karbalai,M,54,29069,296,29365,179232,9,0,164,143
Sajjad Hussain,M,37,31552,432,31984,179232,9,0,164,143
NOTA,null,null,910,12,922,179232,9,null,269,143
TILAK RAJ BHAGAT,M,62,16442,159,16601,1685816,9,2,110,144
DR. JITENDRA SINGH,M,62,715406,8905,724311,1685816,9,3,80,144
VIKRAMADITYA SINGH,M,54,366123,936,367059,1685816,9,3,163,144
HARSH DEV SINGH,M,59,24135,184,24319,1685816,9,3,188,144
LAL SINGH,M,60,18476,573,19049,1685816,9,3,595,144
MOHD AYUB,M,55,1615,58,1673,1685816,9,3,725,144
MEENAKSHI,F,34,1574,86,1660,1685816,9,3,377,144
BANSI LAL,M,53,1296,11,1307,1685816,9,3,164,144
RAKESH MUDGAL,M,42,1600,7,1607,1685816,9,3,164,144
SHABER AHMED,M,34,4425,17,4442,1685816,9,3,164,144
GARIB SINGH,M,58,4957,27,4984,1685816,9,3,164,144
FIRDOUS AHMED BAWANI,M,42,5540,3,5543,1685816,9,3,164,144
NOTA,null,null,7506,62,7568,1685816,9,null,269,144
Badri Nath,M,62,14053,223,14276,2047302,9,2,110,145
Prof. Bhim Singh,M,78,3705,311,4016,2047302,9,3,188,145
Jugal Kishore,M,56,840214,17852,858066,2047302,9,3,80,145
Raman Bhalla,M,56,551187,4004,555191,2047302,9,3,163,145
Javaid Ahmed,M,37,3833,33,3866,2047302,9,0,25,145
Sushil Kumar,M,46,1261,20,1281,2047302,9,3,152,145
Syed Aqib Hussain,M,27,1708,15,1723,2047302,9,3,622,145
Gursagar Singh,M,39,1086,17,1103,2047302,9,3,725,145
Lal Singh,M,60,6849,690,7539,2047302,9,3,595,145
Mohd Younis,M,54,1584,28,1612,2047302,9,0,643,145
Manish Sahni,M,50,1157,35,1192,2047302,9,3,377,145
Ajay Kumar,M,49,915,26,941,2047302,9,3,164,145
Anil Singh,M,25,2118,13,2131,2047302,9,3,164,145
Balwan Singh,M,45,2182,12,2194,2047302,9,3,164,145
Bahadur,M,39,1180,21,1201,2047302,9,3,164,145
Perseen Singh,M,39,2608,4,2612,2047302,9,3,164,145
Tarseem Lal Khullar,M,53,2369,15,2384,2047302,9,2,164,145
Rajiv Chuni,M,56,1257,12,1269,2047302,9,3,164,145
Subash Chander,M,53,3723,16,3739,2047302,9,2,164,145
Satish Poonchi,M,70,3036,41,3077,2047302,9,3,164,145
Sakander Ahmad Nourani,M,30,1410,18,1428,2047302,9,3,164,145
Syed Zeshan Haider,M,28,1565,17,1582,2047302,9,3,164,145
Shazad Shabnam,M,27,1006,3,1009,2047302,9,3,164,145
Er. Ghulam Mustafa Chowdhary,M,37,2738,7,2745,2047302,9,0,164,145
NOTA,null,null,2546,72,2618,2047302,9,null,269,145
ANNASAHEB SHANKAR JOLLE,M,55,641232,3785,645017,1612556,10,3,80,146
PRAKASH BABANNA HUKKERI,M,72,524871,1269,526140,1612556,10,3,163,146
MACHENDRA DAVALU KADAPURE,M,49,15508,67,15575,1612556,10,2,110,146
APPASAHEB SHRIPATI KURANE,M,37,2742,13,2755,1612556,10,2,60,146
PRAVEENKUMAR BALIGATTI,M,27,1530,16,1546,1612556,10,3,879,146
MAGDUM ISMAILMAGDUM,M,58,1050,9,1059,1612556,10,3,333,146
KALLAPPA GUDASI,M,63,4941,7,4948,1612556,10,3,164,146
JITENDRA SUBHASH NERLE,M,44,1719,7,1726,1612556,10,3,164,146
MOHAN GURAPPA MOTANNAVAR,M,43,1482,5,1487,1612556,10,2,164,146
WAJANTRI VISHWNATH KALLOLI,M,29,2023,5,2028,1612556,10,2,164,146
SHRINIK ANNASAHEB JANGATE,M,40,4906,0,4906,1612556,10,3,164,146
NOTA,null,null,10341,21,10362,1612556,10,null,269,146
ANGADI SURESH CHANNABASAPPA,M,63,756986,5005,761991,1779350,10,3,80,147
BADRODDIN KAMDOD,M,43,5574,176,5750,1779350,10,3,110,147
Dr.SADHUNAVAR,M,69,369944,743,370687,1779350,10,3,163,147
DILSHAD SIKANDAR TAHASHILDAR,F,44,4044,24,4068,1779350,10,3,334,147
MANJUNATH H RAJAPPANAVAR,M,38,2113,15,2128,1779350,10,3,879,147
ANIL BABAN HEGADE,M,42,846,8,854,1779350,10,2,164,147
ASHUTOSH S KAMBALE,M,27,1920,3,1923,1779350,10,2,164,147
ANAND RAMESH PATIL,M,54,904,1,905,1779350,10,3,164,147
UDAY KUNDARGI,M,54,703,2,705,1779350,10,3,164,147
UDAY TUKARAM NAIK,M,29,823,6,829,1779350,10,3,164,147
ONKARSINGH BHATIA,M,57,1038,11,1049,1779350,10,3,164,147
KALLAPPA KRUSHNA KOWADKAR,M,38,1028,0,1028,1779350,10,3,164,147
KAVITA DEEPAK KOLE,F,35,1476,14,1490,1779350,10,3,164,147
KRISHNAKANT KAMANNA BIRJE,M,68,2396,1,2397,1779350,10,3,164,147
GAJANAN AMRUT TOKANEKAR,M,51,2298,1,2299,1779350,10,3,164,147
GANESH M DADDIKAR,M,42,8150,1,8151,1779350,10,3,164,147
GOPAL BALAWANTRAO DESAI,M,60,2366,2,2368,1779350,10,3,164,147
CHETAKKUMAR YALLAPPA KAMBLE,M,33,471,3,474,1779350,10,2,164,147
DHANANJAY RAJARAM PATIL,M,42,908,4,912,1779350,10,3,164,147
NAGESH SUBHASH BOBATE,M,26,702,6,708,1779350,10,3,164,147
NITEEN DHONDIBA ANANDACHE,M,48,458,0,458,1779350,10,3,164,147
NILKANTH MAHADEV PATIL,M,53,422,2,424,1779350,10,3,164,147
NANDA MARUTI KODACHWADKAR,F,54,588,4,592,1779350,10,3,164,147
PRAKASH BALAPPA NESARKAR,M,48,637,1,638,1779350,10,3,164,147
PRANAM PRAKASH PATIL,M,40,415,1,416,1779350,10,3,164,147
PRABHAKAR BHUJANG PATIL,M,51,558,2,560,1779350,10,3,164,147
PANDURANG MALLAPPA PATTAN,M,61,629,1,630,1779350,10,3,164,147
BULAND DEEPAK DALVI,M,44,573,3,576,1779350,10,3,164,147
MAHADEV MARUTI MANGANAKAR,M,45,641,2,643,1779350,10,3,164,147
MARUTI SIDDAPPA CHOUGULE,M,51,610,3,613,1779350,10,3,164,147
MEGHARAJ SHIVAGOUDAPPA KHANAGOUDAR,M,30,667,0,667,1779350,10,3,164,147
RANJIT KALLAPPA PATIL,M,41,1455,1,1456,1779350,10,3,164,147
RAJU CHANGAPPA DIVATAGI,M,42,2029,0,2029,1779350,10,3,164,147
RAJENDRA YALLAPPA PATIL,M,44,472,2,474,1779350,10,3,164,147
RAMCHANDRA KRISHNA GAONKAR,M,38,820,0,820,1779350,10,3,164,147
RAMCHANDRA DATTOBA PATIL,M,63,389,1,390,1779350,10,3,164,147
LAXMAN BHIMARAO DALAVI,M,44,596,2,598,1779350,10,3,164,147
LAXMANRAO SOMANNA MELGE,M,84,497,3,500,1779350,10,3,164,147
LAXMI SUNIL MUTAGEKAR,F,41,539,4,543,1779350,10,3,164,147
VIJAY KRISHNA MADAR,M,40,249,0,249,1779350,10,2,164,147
VIJAY LAXMAN PATIL,M,59,445,1,446,1779350,10,3,164,147
VINAYAK GOPAL GUNJATKAR,M,48,821,1,822,1779350,10,3,164,147
VINAYAK BALKRISHNA MORE,M,26,4064,2,4066,1779350,10,3,164,147
VISHWANATH RAGHUNATH BUWAJI,M,27,542,1,543,1779350,10,0,164,147
SHIVARAJ NARAYAN PATIL,M,54,469,0,469,1779350,10,3,164,147
SHRIKANT BALKRISHNA KADAM,M,31,579,1,580,1779350,10,2,164,147
SHUBHAM VIKRANT SHELKE,M,25,670,0,670,1779350,10,3,164,147
SHANKAR PUNNAPPA CHAUGALE,M,64,1874,2,1876,1779350,10,3,164,147
RATHOD SHANKAR PANDAPPA,M,50,3298,0,3298,1779350,10,2,164,147
SACHIN MANOHAR NIKAM,M,42,816,2,818,1779350,10,3,164,147
SACHIN SHANTARAM KELAVEKAR,M,32,1564,0,1564,1779350,10,3,164,147
SUNIL GUDDAKAYU,M,34,437,3,440,1779350,10,0,164,147
SUNIL VITTAL DASAR,M,31,950,1,951,1779350,10,3,164,147
SURESH KHEMANA RAJUKAR,M,58,283,1,284,1779350,10,3,164,147
SURESH BASAPPA MARALINGANNAVAR,M,46,306,2,308,1779350,10,3,164,147
SANJAY SHIVAPPA KAMBLE,M,39,461,2,463,1779350,10,2,164,147
SANDIP VASANTH LAD,M,35,398,8,406,1779350,10,3,164,147
NOTA,null,null,3206,27,3233,1779350,10,null,269,147
Gaddigoudar Parvatagouda Chandanagouda,M,68,661662,2976,664638,1704010,10,3,80,148
Mahmad Husen Mujawar,M,36,6713,30,6743,1704010,10,3,110,148
Veena Kashappanavar,F,38,495636,815,496451,1704010,10,3,163,148
Parashuram Laxman Neelnaik,M,48,7481,5,7486,1704010,10,2,793,148
Basanagouda Ramanagouda Meti,M,47,1009,7,1016,1704010,10,3,830,148
Jamindar Maruti,M,37,722,3,725,1704010,10,2,659,148
Muttappa Mudakappa Hirekumbi,M,45,811,0,811,1704010,10,3,806,148
Adagal Rajendra,M,43,645,0,645,1704010,10,2,92,148
Ramanagoud S Balawad,M,39,806,0,806,1704010,10,3,150,148
M Shashikumar Hlepadi,M,44,1909,3,1912,1704010,10,3,879,148
Pendari Buddesab Makabulsab,M,41,1171,0,1171,1704010,10,3,164,148
Muttu S Surakod (Madar),M,33,2234,3,2237,1704010,10,2,164,148
Ravi Shivappa Padasalagi,M,42,5488,1,5489,1704010,10,3,164,148
Shivarajkumar Ajjappa Talawar,M,29,3154,1,3155,1704010,10,0,164,148
NOTA,null,null,11315,13,11328,1704010,10,null,269,148
JIGAJINAGI RAMESH CHANDAPPA,M,66,633868,1999,635867,1797587,10,2,80,149
PUJARI SHRINATH SANGAPPA,M,36,23389,53,23442,1797587,10,2,110,149
DR. SUNITA DEVANAND CHAVAN,F,42,377342,487,377829,1797587,10,2,178,149
GURUBASAVA. P . RABAKAVI,M,25,8475,4,8479,1797587,10,2,879,149
SHRIVENKATESHWAR MAHA SWAMIJI (KATAKADHOND D.G),M,31,2643,3,2646,1797587,10,2,150,149
YAMANAPPA VITTAL GUNADAL,M,37,2952,5,2957,1797587,10,2,793,149
RUDRAPPA DEYAPPA CHALAWADI,M,55,3215,1,3216,1797587,10,2,60,149
DADASAB SIDDAPPA BAGAYAT,M,46,4186,2,4188,1797587,10,2,164,149
